OG	FlyBase	HAv3.1	Pair_consistency	Behavior_means	MeanAncSol	MeanSolLoss	MeanSoc
11535	A4IJ50_DROME	LOC410515	pairfail	alc	0.16991061828	0.418966047478	0.632835831436
11781	mal	LOC411261	pairfail	lca	0.739438847294	0.441544373698	0.540560837243
11783	NA	LOC411264	pairfail	lac	0.509177976201	0.495810147589	0.687933520239
12251	Tep3	LOC726883	pairfail	alc	0.296340579646	0.469588811819	0.551711358912
12257	NA	LOC100578801	pairfail	alc	0.237759431085	0.467413553549	0.718777172748
12356	NA	NA	pairwise	lac	0.632953356726	0.45765037241	0.707545421376
12447	NA	NA	pairfail	alc	0.445880425301	0.561783528475	0.86929653351
12475	NA	NA	pairwise	lca	0.739088357692	0.454569103348	0.708180013283
12671	GIIIspla2	LOC100577717	pairfail	lac	0.650548001303	0.414392034716	0.704270793955
12677	kcc	LOC411113	pairwise	alc	0.358345499626	0.442880234933	0.720121633781
12718	spas	spas	pairfail	alc	0.212032784924	0.2133889214	0.583314694912
12721	TMEM216	LOC102656287	pairwise	alc	0.261850984213	0.295177303251	0.567564387146
13083	frtz	frtz	pairfail	lac	0.379148625044	0.158951425847	0.486950086477
13163	NA	LOC100577231	pairfail	lac	0.616418082977	0.440197047449	0.758206813139
13248	MFS17	LOC411052	pairfail	lac	0.514184335182	0.298423679413	0.653659172762
13387	SP1173	LOC410041	pairfail	alc	0.3911387749	0.599186948592	0.798442276133
13707	rec	LOC412034	pairwise	lac	0.333869113791	0.201319415815	0.501948719443
13997	Dmel\\CG12099	LOC409417	pairfail	lac	0.679150506951	0.648968529198	0.824730769084
14409	Fdh	Fdh	pairfail	lac	0.731025276976	0.578493663174	0.785481329377
14417	l(3)76BDr	LOC100577595	pairfail	alc	0.466747821295	0.5775526092	0.785778410334
14635	Dmel\\CG7011	LOC410338	pairwise	lac	0.409064879615	0.308763916589	0.605307270976
14698	FBpp0291165	LOC410317	pairfail	lac	0.621340473088	0.320749062085	0.627159525959
14794	tok	tok	pairwise	alc	0.43874905244	0.523771604687	0.778412143713
14850	NA	LOC410167	pairwise	lac	0.76870022921	0.540169099376	0.846686816377
14862	dSLC5A8	LOC724546	pairwise	lac	0.640738275245	0.516960179289	0.738041616608
15222	NA	LOC408370	pairfail	lac	0.641371677646	0.597253880952	0.796989129647
15379	NA	LOC102654496	pairfail	alc	0.615329198802	0.681881932704	0.920985203911
15707	l(2)37Cb	LOC726598	pairfail	lac	0.594457396984	0.556059734281	0.79568540209
15762	A0A1B2AK96_DROME	LOC410494	pairfail	lac	0.421647818439	0.215419441566	0.565810570506
16547	CG8607-RA	LOC413051	pairwise	lac	0.802124672751	0.622346783548	0.853889008035
17326	AC014407	LOC552469	pairwise	lac	0.423285054309	0.151029023417	0.501909683624
17481	ND-B17.2	LOC727199	pairwise	alc	0.313152567736	0.355689595983	0.707136694506
17700	NA	NA	pairwise	alc	0.220610982526	0.299282551417	0.740231647101
18395	NA	LOC100577707	pairfail	alc	0.574009363514	0.672358564151	0.803196051055
18714	NA	LOC551428	pairfail	lac	0.598767250722	0.579322546692	0.857433708497
18755	NA	LOC102656719	pairfail	acl	0.549801481418	0.844620984046	0.785082890767
18861	Obp59a	NA	pairfail	lac	0.419831672811	0.383585946556	0.795400947062
18897	Efhc1.2	LOC412641	pairfail	lac	0.258646664915	0.1079483438	0.571834788061
