OG	FlyBase	HAv3.1	Pair_consistency	Behavior_means	MeanAncSol	MeanSolLoss	MeanSoc
11839	Rbbp5	LOC410855	pairfail	lac	0.277975737666	0.219540714447	0.605567217849
12071	Dmel\\CG5731	LOC725899	pairwise	lac	0.525642286609	0.482878212936	0.691991469065
12246	Apoltp	LOC410793	pairwise	lac	0.569131944726	0.356078716324	0.651281577263
12289	A0A0B4LFY2_DROME	LOC411391	pairwise	alc	0.818312863035	0.86996537489	0.974937070801
12510	Fit2	LOC408836	pairfail	alc	0.402036704422	0.767240931124	0.77386214766
12580	NA	NA	pairfail	lac	0.39564562308	0.257734856719	0.590832078977
12622	NA	Adam	pairfail	alc	0.424592983949	0.542294736476	0.719091819992
12863	Taf2	Taf2	pairfail	lac	0.704224523054	0.54192883956	0.776739702621
13105	NA	SPH51	pairwise	lac	0.540327480673	0.363750967378	0.773797178594
13567	FBpp0070855	LOC550677	pairfail	lac	0.783019719629	0.759400012897	0.865199224532
14697	l(2)k09022	HEATR1	pairwise	alc	0.561908036369	0.605216756628	0.896238830059
15122	NA	LOC100576221	pairfail	alc	0.648310611201	0.700983705487	0.902896986903
15213	FBpp0081481	LOC724242	pairwise	alc	0.379105445214	0.513285575937	0.70454988015
15454	al	LOC552251	pairwise	lca	0.882578704051	0.565745949196	0.766280455571
15461	NA	LOC100577365	pairwise	alc	0.883553982524	0.890453116855	0.962004918509
15526	D2hgdh	LOC726115	pairfail	lac	0.422801989903	0.269080951445	0.490904959918
15529	Dmel\\CG7049	LOC409298	pairfail	lac	0.535530890356	0.522510135366	0.68563248322
15686	NA	LOC100578648	pairfail	lac	0.524565428092	0.421881219441	0.672043993407
15729	vlc	LOC408408	pairfail	lac	0.818413409289	0.649659307827	0.879487166853
16538	Ack	Ack	pairwise	lac	0.865215999151	0.845106952471	0.932607832888
16587	beat-IIIc	LOC725999	pairfail	alc	0.253125451783	0.508257791559	0.812935515789
16830	NA	NA	pairwise	alc	0.299569520638	0.326158117568	0.712715806445
17430	NA	LOC107964335	pairfail	alc	0.145982649423	0.352130804331	0.570083739876
17561	Dmel\\CG12104	LOC551624	pairfail	lac	0.852600103168	0.841032890762	0.966160018117
18449	ste24a	LOC551466	pairfail	alc	0.302973345278	0.348300839096	0.493943992726
19202	NA	NA	pairfail	alc	0.319838857171	0.968440320786	0.989320824882
