OG	FlyBase	HAv3.1	Pair_consistency	Behavior_means	MeanAncSol	MeanSolLoss	MeanSoc
11071	SKIP	LOC413382	pairwise	lca	0.701322039629	0.429313385761	0.661193256533
11253	anon-WO0170980.40	LOC552761	pairfail	lac	0.534304861522	0.349040072824	0.745490514576
11918	Cht7	LOC413481	pairfail	alc	0.309487702457	0.429045505242	0.626807107668
11935	NA	LOC724389	pairfail	lac	0.40949330132	0.336137049493	0.685890539039
12179	NA	NA	pairwise	alc	0.938606689297	0.955537043837	0.978587945359
12693	CD98hc	LOC552381	pairwise	lca	0.68217827899	0.224453946649	0.553463273325
13358	Dmel\\CG3744	LOC412681	pairfail	lac	0.649227516405	0.628133818539	0.727797045658
13502	NA	LOC727202	pairfail	lac	0.576303267253	0.372570044214	0.643631110903
14151	NA	LOC727647	pairfail	lca	0.631609807401	0.379901240054	0.574542205112
14259	Dmel\\CG8507	LOC411533	pairfail	lac	0.388308079828	0.381067962417	0.774598787033
14364	dbe	LOC102654312	pairfail	lac	0.514869398763	0.506552495275	0.671388042625
14465	NA	LOC100576373	pairwise	alc	0.294728011932	0.435972379427	0.734808615305
14469	NA	NA	pairwise	alc	0.423761610817	0.536287215062	0.838221458503
14626	NA	LOC100576185	pairfail	lac	0.341022069953	0.18086149222	0.461325251697
16156	TTLL6B	NA	pairwise	alc	0.485365975466	0.775116494694	0.894151776558
16298	CG34015	LOC552803	pairwise	lac	0.824290689036	0.630314995396	0.910477761992
16460	NA	MED26	pairfail	lca	0.43043534271	0.147151456241	0.374605917547
18101	Q9VH66	LOC725901	pairfail	cla	0.890471321955	0.809468675381	0.753514860362
18313	NA	NA	pairfail	alc	0.456276818795	0.508545513618	0.835198319154
19077	NA	NA	pairfail	acl	0.651313896672	0.953910130089	0.819081630587
