OG	FlyBase	HAv3.1	Pair_consistency	Behavior_means	MeanAncSol	MeanSolLoss	MeanSoc
10913	BG:DS01523.2	LOC412222	pairfail	alc	0.312018438273	0.351518496548	0.654445622532
11421	Fak	LOC724973	pairfail	lac	0.74825982926	0.485484829967	0.832465340658
11844	Dmel\\CG5921	LOC552101	pairwise	lca	0.756159350301	0.512472397329	0.599145446389
12071	Dmel\\CG5731	LOC725899	pairwise	lac	0.588072265452	0.454517546115	0.734358168727
12096	dnd	LOC408522	pairfail	lac	0.782296918598	0.654270729146	0.858670073655
12187	NA	LOC100577045	pairwise	alc	0.653790285228	0.751762191433	0.917445882018
12496	PSR	LOC411069	pairfail	lca	0.923269002077	0.881886150171	0.915706652663
12504	FBpp0292802	LOC411070	pairfail	lca	0.923350623184	0.881819559056	0.91579288921
12787	NA	LOC100578296	pairwise	lac	0.852380781864	0.687797189262	0.939667514944
12893	Ret	LOC412667	pairfail	lac	0.622894089976	0.363629774779	0.650175199172
13588	Ns4	LOC727600	pairfail	lac	0.650967605568	0.407232907515	0.694157539968
13735	T3dh	LOC100577856	pairfail	lac	0.2582218031	0.17422222441	0.492161196139
13924	Mmp1	LOC409868	pairfail	lac	0.732924843134	0.595423886106	0.777563858106
14096	NA	IRP30	pairfail	alc	0.384944308145	0.612572053601	0.787878947333
14125	NA	LOC411172	pairfail	lca	0.611783833594	0.317949779627	0.60578541749
14174	FBpp0100157	LOC408595	pairfail	lca	0.616376244713	0.199507992002	0.526220714182
14184	Dmel\\CG14967	LOC552502	pairwise	alc	0.65913185341	0.701103081196	0.894884282255
14358	Dscam1	NA	pairfail	lac	0.77592702694	0.663268470612	0.828310313004
14598	Cul3	LOC552700	pairwise	alc	0.603164822751	0.671305344795	0.907423207966
14701	NA	LOC410316	pairfail	lac	0.431447909404	0.372309755659	0.592032099612
14820	Orct	LOC412399	pairwise	lac	0.444403158616	0.337791510015	0.697808142048
14847	NA	LOC552694	pairfail	alc	0.696887215256	0.796494595718	0.891512367463
14987	FBpp0080265	LOC412455	pairwise	lac	0.466468753273	0.407222902484	0.751423479053
15048	NA	LOC100578249	pairwise	lac	0.68285580147	0.671746690726	0.878793559439
15127	Sdc	LOC413557	pairfail	alc	0.692491432038	0.820787962337	0.896698683356
15696	arm	LOC550976	pairwise	lac	0.805412710495	0.746307411724	0.875171467373
15803	CG14043-RA	LOC100578513	pairfail	lac	0.622425453577	0.403028946434	0.685635237454
15898	NA	LOC412007	pairfail	lac	0.782079348128	0.720812967016	0.942234440351
15968	Topors	LOC410541	pairfail	lac	0.598807904141	0.497469741114	0.655968729655
16092	NA	LOC414021	pairfail	alc	0.523125717965	0.565194320535	0.779982658613
16273	Dmel\\CG14905	LOC410850	pairwise	lac	0.852894446384	0.802516169245	0.921800624938
16457	NA	LOC411774	pairwise	alc	0.590182792585	0.611082984711	0.782140555062
16597	ste14	NA	pairfail	alc	0.422991991482	0.643192537233	0.85218344976
17316	a	LOC100577530	pairwise	lca	0.805302542328	0.447129711175	0.777183981125
17665	Dmel\\CG3756	LOC411510	pairfail	alc	0.0888505346688	0.134246025098	0.47084157843
18100	FBpp0078795	Cpap3-e	pairwise	alc	0.177528790954	0.668988215187	0.930342050613
18176	NA	LOC409096	pairfail	alc	0.473108169418	0.761583369011	0.887015279863
18197	Dmel\\CG34376	NA	pairfail	alc	0.290174804099	0.4309207231	0.789923059677
18754	NA	NA	pairwise	alc	0.112583313258	0.572656491762	0.857105012246
