OG	FlyBase	HAv3.1	Pair_consistency	Behavior_means	MeanAncSol	MeanSolLoss	MeanSoc
11726	Dcr-1	Dcr-1	pairwise	alc	0.0646666348556	0.150403169291	0.476952405612
11912	BCL7-like	LOC410033	pairfail	lac	0.535551572365	0.375592393424	0.641193831398
11935	NA	LOC724389	pairfail	alc	0.454248447179	0.531501954896	0.867746938685
12518	NA	LOC726850	pairfail	lca	0.61474277829	0.489023652692	0.572257713973
13010	gus	NA	pairfail	alc	0.692967775109	0.780789373389	0.994602293084
13351	GABA-B-R2	LOC410140	pairfail	alc	0.695483976993	0.724209856239	0.853840947596
13838	DEFI8_DROME	LOC410206	pairfail	alc	0.311298203948	0.361715603219	0.679162427798
14060	NA	LOC100578834	pairwise	lac	0.584122978636	0.187916980686	0.63881448248
14468	NA	NA	pairfail	alc	0.210408159787	0.310576738359	0.463181372758
15696	arm	LOC550976	pairwise	lac	0.896375492447	0.850526069233	0.924043977135
15703	l(2)37Cc	LOC408412	pairfail	alc	0.394284251398	0.542587563191	0.729328992598
16084	Obp83b	Obp1	pairfail	lac	0.70734509266	0.633104495308	0.820725212743
16215	A9YJX8_DROME	Trf2	pairfail	alc	0.138386205602	0.24524788485	0.626443948543
16462	Dmel\\CG4511	LOC551696	pairfail	lac	0.271468307854	0.143253013795	0.428082171798
16689	Dmel\\CG10710	LOC725775	pairfail	lca	0.882840167829	0.5854285557	0.79655392749
16767	Q7K0D3_DROME	LOC551406	pairfail	alc	0.270914581975	0.339529789145	0.656925597791
16913	caup	LOC412840	pairwise	alc	0.812167548896	0.867427427566	0.939134516543
19077	NA	NA	pairfail	acl	0.604063851275	0.874850567498	0.800333755399
