OG	FlyBase	HAv3.1	Pair_consistency	Behavior_means	MeanAncSol	MeanSolLoss	MeanSoc
11176	FBpp0080568	LOC408554	pairwise	lac	0.35800791567	0.0551183322254	0.639250458878
11607	NA	LOC413768	pairfail	lac	0.637614716943	0.38299926385	0.729279829774
11838	CG16790-RA	LOC724953	pairwise	alc	0.107059370859	0.546186589615	0.807724903148
11985	NA	LOC100576894	pairfail	alc	0.46644244089	0.717744155238	0.740520705393
12104	NA	LOC726094	pairfail	alc	0.367980094607	0.449150326309	0.767131348145
12200	iPLA2-VIA	LOC410570	pairfail	alc	0.305067958051	0.449159626151	0.761308413315
12330	miple1	LOC551031	pairfail	alc	0.262748565611	0.327158894331	0.517112686207
12633	A9UNG3_DROME	LOC411603	pairwise	lac	0.593659044124	0.498754957483	0.778926056596
13412	Wdr33	LOC413618	pairfail	alc	0.127690704971	0.305931209637	0.717231290681
13596	Dmel\\CG3940	LOC725261	pairfail	alc	0.124053631528	0.408970959633	0.448505622339
13864	phr6-4	cry2	pairwise	alc	0.374009299927	0.467106157242	0.7800650368
13938	Elp2	LOC412937	pairfail	alc	0.188890268776	0.384183009242	0.562652017002
13969	FBpp0288542	LOC409472	pairwise	lca	0.722233282703	0.595054884724	0.683792669603
13971	psidin	LOC413950	pairfail	lac	0.3733838012	0.25323679802	0.623053331144
14559	Dmel\\CG15760	LOC409764	pairwise	lac	0.607352204443	0.475611806866	0.666616396302
14636	NA	LOC409919	pairwise	lca	0.743711409752	0.629821745322	0.716663980561
14642	NA	LOC408354	pairwise	lca	0.789126496679	0.448776057582	0.64382735387
15119	SF2	LOC410040	pairwise	alc	0.444958023813	0.556694841179	0.750949422047
15494	cert	LOC409312	pairwise	alc	0.54791581912	0.652650967986	0.79296133803
15504	CG9236-RA	LOC102655034	pairwise	alc	0.411288200001	0.56742462395	0.793833974205
15505	mst	LOC551622	pairwise	alc	0.239848021505	0.65208871358	0.792667718381
15739	A0A0B4LEX9_DROME	LOC100576722	pairwise	lac	0.398243678441	0.330475885372	0.705340620759
16147	Treh	LOC410795	pairfail	lac	0.589762957501	0.49806782735	0.779428911261
16464	CycY	LOC550698	pairfail	alc	0.319593048441	0.427246095073	0.786205713861
16498	Dmel\\CG1136	LOC727578	pairwise	lac	0.329681871425	0.284397205444	0.635205209612
16598	raw	NA	pairwise	lac	0.885536607863	0.867368793187	0.946368696191
17691	Osi2	LOC725622	pairfail	alc	0.235871602965	0.680363826398	0.816155878638
17724	Cog1	LOC727228	pairfail	lac	0.388549438087	0.356473768572	0.698583481836
17993	sol-RC	sol	pairfail	lca	0.617056879801	0.299971658064	0.479708414666
18377	NA	LOC727165	pairfail	alc	0.00542495479203	0.23202354675	0.625648292183
18487	BHD	NA	pairfail	alc	0.27521441699	0.353526713977	0.552933392669
18711	NA	LOC100576796	pairwise	alc	0.614595368035	0.756379549478	0.926259131944
18883	slim	LOC552147	pairwise	lac	0.238517348546	0.138685183623	0.392852089997
