OG	FlyBase	HAv3.1	Pair_consistency	Behavior_means	MeanAncSol	MeanSolLoss	MeanSoc
10851	dysc	LOC410320	pairwise	alc	0.145896316987	0.203799998915	0.680356355724
11572	NA	LOC726625	pairfail	lca	0.724187959867	0.346234278713	0.567612104126
11742	NA	Gr10	pairwise	alc	0.342536765242	0.410337412609	0.821755106393
11821	GRCR1_DROME	LOC411159	pairfail	lac	0.501218741125	0.294094605417	0.612873073533
12115	Grx3	Trx/Gtx	pairfail	lac	0.598438573486	0.299797574831	0.671713083228
12509	NA	LOC724743	pairfail	alc	0.167692487257	0.453451553125	0.698467995227
12658	BRD7	Brd7	pairfail	alc	0.162321626377	0.464259925048	0.74473165278
12707	CG14367-RA	LOC100576859	pairfail	lac	0.668092883794	0.322599480771	0.727889051574
12769	FBpp0290962	LOC412002	pairfail	lac	0.703731741065	0.455005138508	0.788888133494
12965	Marcal1	LOC551616	pairwise	lca	0.722967224082	0.434649404783	0.647778456149
13274	Ent3	Ent3	pairfail	lca	0.905647894788	0.85423046574	0.891956150707
13394	Mkk4	Mkk4	pairwise	lac	0.551325765424	0.425183501595	0.686975759468
13435	MetRS	LOC413796	pairfail	lac	0.51555125481	0.46288983859	0.69197377616
13574	mei-9	LOC725405	pairwise	alc	0.173153578503	0.432057205147	0.66862417713
13609	NA	NA	pairwise	lac	0.509200034997	0.508527941834	0.827275491168
13620	Dmel\\CG5466	LOC551162	pairwise	alc	0.434443505711	0.632936282081	0.796714082895
13627	BEST:LD21829	LOC411795	pairwise	lac	0.634405728783	0.621889372264	0.797257201861
13783	FBpp0077172	LOC550885	pairfail	lca	0.960077934349	0.815849183451	0.890844278958
13864	phr6-4	cry2	pairfail	alc	0.437296192054	0.463143567124	0.847145507371
13906	Dmel\\CG7102	LOC412476	pairfail	alc	0.206197445436	0.215164805549	0.447720886908
14031	d	LOC727368	pairfail	alc	0.314754319056	0.326687852651	0.545368607403
14950	Tango14	LOC724564	pairwise	alc	0.289298680678	0.504262114163	0.751174615378
15041	NA	LOC412453	pairfail	alc	0.471092986966	0.577516635826	0.691645979426
15157	Paip2	LOC552849	pairfail	lac	0.847144652512	0.793900770786	0.90275520234
15353	EG:BACR7A4.17	LOC725745	pairfail	alc	0.486438841256	0.618010520266	0.818910741933
15357	NA	LOC413378	pairwise	lac	0.361434270199	0.288938269569	0.667849499152
15734	Amyrel	LOC406114;Q9U8X5_APIME	pairfail	lca	0.886946054629	0.461226409197	0.768078631386
16148	pygo	Pygo	pairwise	alc	0.291094855997	0.388988607875	0.723416717942
16203	Hs6st	Hs6st	pairfail	alc	0.36298627766	0.682217472974	0.840242347247
16248	NA	LOC726051	pairwise	alc	0.368717219721	0.616445194538	0.867233376794
16706	BcDNA:LD28247	LOC551636	pairwise	lac	0.634868703935	0.536634427324	0.768334156983
16731	NA	LOC102655422	pairfail	lac	0.357827947852	0.341916106567	0.567008317604
16750	sog	LOC410035	pairfail	alc	0.41914486491	0.422008177718	0.735704352767
16836	elgi	LOC411585	pairwise	lac	0.560096751886	0.354663483733	0.682536536038
16886	TfIIEbeta	LOC724355	pairwise	lac	0.589652952399	0.300544717037	0.746087815652
17036	ND-13B	Ndufa5	pairfail	alc	0.271630166698	0.538219866841	0.714916536752
17128	NA	LOC409045	pairwise	lac	0.775378689929	0.577273676937	0.826842185228
17361	Su(P)	LOC726977	pairwise	lca	0.848029140103	0.635468872822	0.805471125721
17394	NA	NA	pairwise	lac	0.263162279894	0.260641785993	0.627526071277
17433	NA	LOC725209	pairfail	alc	0.400725129759	0.589482513319	0.695657964403
17577	Dmel\\CG8032	LOC726801	pairwise	alc	0.32790001501	0.38213928588	0.8221401194
17709	SIFaR	A9X454_APIME;SIFR	pairfail	alc	0.352916907515	0.451583246656	0.724729453753
17741	Csl4	LOC552072	pairfail	alc	0.446990089821	0.566633724276	0.811223810933
17775	FBpp0084174	LOC724613	pairfail	alc	0.280220210269	0.567501267802	0.782738712757
18027	NA	100576534	pairwise	lac	0.374703857214	0.368341440578	0.684372404583
18060	Coq3	LOC412082	pairfail	lca	0.580969280641	0.2734107254	0.564990775323
18082	NA	wgn	pairfail	lac	0.436649394393	0.288809209745	0.532343998673
18352	NA	LOC100576349	pairwise	lac	0.432342248203	0.306428531352	0.639551606652
