OG	FlyBase	HAv3.1	Pair_consistency	Behavior_means	MeanAncSol	MeanSolLoss	MeanSoc
10913	BG:DS01523.2	LOC412222	pairfail	alc	0.403196118672	0.409755205392	0.692330025784
11245	CG34114-RB	LOC410573	pairfail	alc	0.286430904251	0.647599555128	0.661841325764
11642	pxb	LOC100576129	pairfail	alc	0.565973974729	0.599055828261	0.720182507268
11888	ORF2	LOC100577423	pairfail	alc	0.238211176804	0.306162999216	0.570476752692
11987	Dmel\\CG14868	NA	pairwise	lac	0.570559704065	0.343130987115	0.646090979936
11988	ed	LOC413423	pairfail	lca	0.755599125427	0.621748960607	0.72201583689
12330	miple1	LOC551031	pairwise	lac	0.659053240369	0.594275322267	0.708993481316
12429	CG14730	AQR	pairwise	lac	0.640294641908	0.176537876913	0.650051872499
12526	nompA	LOC724520	pairwise	alc	0.734668973705	0.768449790695	0.874841877991
12600	Nab2	LOC724937	pairwise	alc	0.245658657397	0.533406506144	0.842027404406
12923	IP3K1	LOC413817	pairfail	alc	0.31202063392	0.334683777828	0.714738247935
13036	Tl	Toll-1	pairwise	lca	0.834523940817	0.421908101233	0.801233212933
13084	Q9W230_DROME	LOC409350	pairfail	lac	0.444369492809	0.374415304852	0.776004404382
13198	Mtl	LOC552138	pairwise	lac	0.621923620069	0.517168984453	0.761675356182
13572	FBpp0089123	LOC724816	pairfail	alc	0.458409787287	0.570994497228	0.79552928868
13666	NA	LOC100577670	pairwise	alc	0.548730961721	0.609385820933	0.800303591637
13773	Dmel\\CG2794	LOC412233	pairfail	lac	0.598041558787	0.448467811402	0.641834510311
13912	eg	LOC724640	pairfail	lac	0.4206428143	0.22742292839	0.646247664765
14046	Poxn	Poxn	pairfail	lac	0.803769162285	0.535134767885	0.881012482128
14164	NA	LOC411486	pairwise	alc	0.392570484462	0.512277990711	0.770616728285
14574	Picot	Picot	pairfail	lac	0.662274547827	0.52963544532	0.820445869692
14651	NA	LOC100576717	pairfail	lac	0.601216486731	0.432891477998	0.764636210402
14727	Dmel\\CG2258	LOC409152	pairfail	alc	0.23139657032	0.38138602808	0.605250938963
14754	Vha100-2	LOC412810	pairwise	lac	0.403893939717	0.334829416257	0.648871372442
14917	l(2)k14710	LOC551884	pairfail	alc	0.433343944484	0.440712251232	0.821679101102
15030	Mitofilin	LOC408548	pairfail	lac	0.548275154108	0.490698159273	0.70290196813
15214	BEST:GH02390	LOC409180	pairwise	lac	0.467772662013	0.435422161828	0.630617736578
15267	X11L	NA	pairfail	alc	0.588041804094	0.664767039083	0.820089531207
15296	NA	LOC726798	pairwise	lca	0.904995486903	0.432654040421	0.682751348294
15429	Dmel\\CG5555	LOC409251	pairfail	alc	0.523138213063	0.586207990835	0.8031550924
15490	Cdc23	LOC413499	pairwise	lac	0.619254351512	0.500428358621	0.649639337405
15539	dome	LOC100576169	pairfail	alc	0.812109126258	0.842554364108	0.896292349709
15568	A8E6R4_DROME	LOC410021	pairfail	lac	0.721004509924	0.556360048861	0.842183592832
15668	TpnC25D	NA	pairfail	lac	0.912748808291	0.783283699885	0.942629464606
15770	NA	LOC100578920	pairfail	alc	0.171690742046	0.464635526602	0.779430823243
15878	tamo	LOC100577050	pairwise	lca	0.815268972924	0.553499573111	0.814570892097
15907	ND-SGDH	LOC408477	pairfail	lca	0.618090383194	0.307606822073	0.562653728429
16103	NA	LOC410878	pairfail	lac	0.691499863533	0.523187532388	0.775401169452
16128	CG10373-RA	LOC410130	pairwise	lac	0.657738602883	0.430249463603	0.865331218277
16264	NA	LOC100578437	pairfail	lac	0.641765797877	0.530699337351	0.805200025309
16326	NA	LOC725009	pairwise	lac	0.171434246776	0.113642935954	0.518774774873
16353	Dmel\\CG4666	LOC552211	pairwise	lac	0.579132209963	0.371567030121	0.629746648159
16520	Q7JRF0_DROME	LOC551920	pairwise	alc	0.491403506806	0.543565235121	0.769822283544
16552	NA	LOC727173	pairfail	lca	0.896193698897	0.736992994826	0.885816179643
16703	NA	LOC552371	pairfail	alc	0.313769076797	0.420125381245	0.748680785691
16741	path	path	pairfail	alc	0.386615241157	0.453359991533	0.789682785955
17143	RhoGDI	LOC409741	pairfail	lac	0.229802357523	0.188200685041	0.536984939665
17150	dpr4	NA	pairfail	lca	0.786304422113	0.495846595443	0.759484583272
17174	CstF64	CstF-64	pairwise	lac	0.403665265337	0.131303429405	0.531832285969
17286	NA	NT-7	pairfail	lac	0.520014088416	0.347966510086	0.726867817089
17311	NA	NA	pairwise	alc	0.466341937318	0.577271284718	0.832936012459
18045	1504	LOC726572	pairwise	lac	0.585106615315	0.422370925277	0.678146224439
18175	NA	NA	pairwise	alc	0.114985952877	0.355659430348	0.647704664748
18514	NA	LOC725684	pairfail	alc	0.128253236388	0.142715985789	0.431254311051
19065	NA	LOC409807	pairfail	acl	0.139794386387	0.76743420518	0.7449381714
